,text
274,"Ukraine asks for nothing except to be allowed to live in peace and to make its own decisions as every sovereign country has a right to do.
 
Their security is our security, and we are committed to ensuring it is not compromised. 
🇬🇧🇺🇦 https://t.co/w20irl7gtV"
275,"The message I am taking to @MunSecConf today is that allies must speak with one voice to stress to President Putin the high price he will pay for any further Russian invasion of Ukraine.
 
We need western solidarity to avoid unnecessary bloodshed.
 
Diplomacy can still prevail. https://t.co/ViLkUxlLsR"
276,"RT @10DowningStreet: ⚠️ For information on #StormEunice please follow:
 
- @MetOffice for weather updates
- @EnvAgency for flooding updates…"
277,"The @metoffice has issued a Red Weather Warning for much of the UK. 

We should all follow the advice and take precautions to keep safe. 

I thank responders for all their efforts. https://t.co/peqjkshdNf"
278,"The picture in Ukraine continues to be very grim.

This weekend I will travel to the @MunSecConf for discussions with partners.

The West is united: De-escalation and dialogue is the only way forward. https://t.co/2Am1R8pqMD"
279,RT @ZelenskyyUa: I appreciate the support of Great Britain and grateful to @BorisJohnson for the unity with 🇺🇦!  This is very important for…
280,"The UK and Australia are the closest of friends and historic allies.

Tonight Prime Minister @ScottMorrisonMP and I agreed to strengthen the partnership between our nations, making it fit for the next century and grounded in our shared priorities on security, democracy and trade. https://t.co/z5F7HGmiac"
281,RT @10DowningStreet: We #StandWithUkraine 🇬🇧🇺🇦
282,"I spoke with Prime Minister @kishida230 this morning and we both agreed that the international community needed to stand united against an invasion of an independent country – which would carry severe consequences. 

Both the UK and Japan will not tolerate Russia’s aggression."
283,"RT @10DowningStreet: Earlier this week the PM visited @EdinburghUni to see the UK's biggest supercomputer, which boasts a processing abilit…"
284,"I thank President @vonderleyen for her close cooperation on sanctions so far. 
 
We will continue working with our allies to prepare a package of economic measures that would punish Russia if Ukraine's sovereignty is breached."
285,"There are signs of a diplomatic opening with Russia, but the intelligence we are seeing today is not encouraging.
 
We have a tough package of sanctions ready if Russia chooses war. 

We maintain that diplomacy and de-escalation is the only way forward. https://t.co/JHveOHxIko"
286,"Our economic recovery continues with the strongest growth in the G7, low unemployment, redundancies at a record low and the number of payrolled employees at a record high.

Our #PlanForJobs is creating opportunities so anyone ready to work can get a job faster than ever before. https://t.co/DPIQsPMPYe"
287,"President Biden and I agreed this evening there is a crucial window for diplomacy &amp; for Russia to step back from its threats towards Ukraine. 

We are united in the face of such threats.

Further incursion into Ukraine will result in far reaching damage for Russia and the world."
288,"Fantastic to see the growth of the @RoyalNavy fleet with the new Type 31 frigate.
 
In Rosyth, our plan to level up across the UK is coming together.
 
We’re creating jobs and protecting our security interests around the world. https://t.co/m1tg3ZRgug"
289,We are on an edge of a precipice but there is still time for President Putin to step back. We're urging everybody to engage in dialogue and for the Russian government to avoid what would be a disastrous mistake for Russia.
290,"The defence of the realm is the first duty of government – that’s why we’re strengthening our Armed Forces, ensuring we can protect UK interests and be a force for good in the world. https://t.co/4Dg0Tq4hOZ"
291,"RT @10DowningStreet: Freeports attract investment and new business, support regeneration, create jobs and level up opportunity across the w…"
292,"Levelling up means having access to good healthcare, good education, skilled work and reliable transport no matter where you live.

We’re getting on with the job, delivering on our mission to unite and level up the whole United Kingdom.

https://t.co/WCIr3d6MIz"
293,"RT @OliverDowden: #OnThisDay in 1975 Margaret Thatcher was elected leader of the Conservative Party.

She would go on to win three general…"
294,"When @NATO was founded, allies made a historic undertaking to safeguard the freedom of every member state.

The UK remains unwavering in our commitment to European security. https://t.co/XsVYTaMAhW"
295,"We’re relaxing COVID-19 travel rules – good news for families, businesses and the travel sector, making journeys easier and cheaper.

It’s thanks to the millions who got vaccinated and boosted that we now have one of the most open borders and societies in Europe. https://t.co/TlmBSbmBxL"
296,"Today's GDP figures confirm the UK was the fastest growing economy in the G7 in 2021.

Thanks to the incredible resolve of the British people and our great British vaccination effort the economy is bouncing back strongly🇬🇧"
297,Dame Cressida has served her country with great dedication and distinction over many decades. I thank her for her role protecting the public and making our streets safer.
298,"NATO is a defensive alliance that is fundamental to global security. 

Today I have agreed a package of support with Secretary-General @JensStoltenberg to further strengthen our collective security, sending troops, planes and ships to defend NATO from North to South. https://t.co/YHiLxRYXiH"
299,"I want to thank every member of our Armed Forces currently serving in Europe, standing side by side with their NATO counterparts at its eastern flank. 
 
We stand united and resolute in our commitment to the security of Europe against those who would seek to undermine it. https://t.co/0WUXCo9M7k"
300,"Productive discussions with Prime Minister @MorawieckiM.
 
Our nations are long-standing friends with deep bonds. We agreed on the importance of pursuing diplomatic dialogue with Russia and ensuring a coordinated package of sanctions are ready to go if needed.
 
Solidarność 🇬🇧🇵🇱 https://t.co/kY3KF9vCTV"
301,"Ukraine asks for nothing except for peace and sovereignty, able to choose its own destiny and seek its own alliances like any other independent state. 
 
Britain has always stood for these principles and we will not flinch now. https://t.co/QB6mDcmNec"
302,"The United Kingdom’s commitment to the security of Europe — with NATO as the indispensable guarantor — is unwavering. 
 
#WeAreNATO

🇦🇱🇧🇪🇧🇬🇨🇦🇭🇷🇨🇿🇩🇰🇪🇪🇫🇷🇩🇪🇬🇷🇭🇺🇮🇸🇮🇹🇱🇻🇱🇹🇱🇺🇲🇪🇳🇱🇲🇰🇳🇴🇵🇱🇵🇹🇷🇴🇸🇰🇸🇮🇪🇸🇹🇷🇬🇧🇺🇸 https://t.co/x5VgQbyWng"
303,"Today’s crisis is not solely about avoiding the blood-soaked tragedy of another Russian invasion of Ukraine – heartrending though that prospect is – but about preserving the essential principles that allow nations to live in peace and freedom.
 
@WSJ 
https://t.co/jtm58fYuVZ"
304,WATCH LIVE: Press conference with @NATO Secretary-General @jensstoltenberg https://t.co/uGEFGJ5570
305,"Looking forward to meeting fellow @NATO leaders today in Brussels and Warsaw.
 
As an alliance we must draw lines in the snow and be clear there are principles upon which we will not compromise, including the right of every European democracy to aspire to NATO membership. https://t.co/XQsfzL6IBa"
306,"It was a pleasure to meet Prime Minister @IngridaSimonyte of Lithuania today.

We agreed to strengthen our close, historic ties. 

We discussed our shared concern over the tensions with Russia on Ukraine’s border and agreed on the need for de-escalation. https://t.co/qiHYwKNFoU"
307,"Whether it’s recruiting 50,000 extra nurses, building 48 new hospitals or delivering a record-breaking increase in funding, this government has never been shy about its support for the NHS.
 
We’re taking action to deal with the Covid backlogs. https://t.co/jOuYNxVQno"
308,"The behaviour directed at the Leader of the Opposition tonight is absolutely disgraceful. All forms of harassment of our elected representatives are completely unacceptable.

I thank the police for responding swiftly."
309,"Support for children and young people: https://t.co/QkhZdpGgFS
 
Support for parents: https://t.co/Rp648ME86K"
310,"It's #ChildrensMentalHealthWeek, and I want to remind everybody of the important chat I had with the brilliant #DrAlexGeorge.
 
Talking about mental health is so important, and if you’re a young person who is struggling please do reach out for support.
 
@Place2Be https://t.co/wxvR8UKJZd"
311,"RT @THTorguk: It's National HIV Testing Week!

Testing for HIV is quick, easy and free. You can even do it at home. Whatever you do this Na…"
312,"Levelling up means giving everyone, no matter where they live, the opportunity to flourish.
 
We’re closing the gap between the UK’s highest and lowest performing cities, with education and skills at the very heart of our plans. https://t.co/ITcZgu69X8"
313,"Today marks a truly historic moment as Her Majesty The Queen becomes the first British Monarch to celebrate a Platinum Jubilee. 

I pay tribute to her many years of service and look forward to coming together as a country to celebrate her historic reign in the summer."
314,"The Six Nations tournament kicks off today – good luck to @EnglandRugby ,@WelshRugbyUnion, @Scotlandteam and @IrishRugby."
315,"Yesterday I travelled across the North of England, seeing levelling up in action. 

Wherever you live, wherever you call home, you’ll have the opportunities you need to make the most of your talent and potential. https://t.co/altAYgMaiW"
316,"RT @10DowningStreet: The very best of luck to all the @TeamGB athletes, coaches and officials in Beijing for the Winter Olympic Games.
 
Fl…"
317,"On #WorldCancerDay my thoughts are with every person and family affected by this awful disease.

Early diagnosis is critical so please get checked, even if your symptoms are mild.

From diagnosis to treatment we want to improve every stage of cancer services over the next decade."
318,"Congratulations @Anna_Firth, I look forward to welcoming you to Parliament next week and working together to deliver for the people of Southend West."
319,"Levelling up means bringing better transport to more places. 
 
I’m in Blackpool seeing the upgrades to the historic tram network, extending the line and making it easier for locals and visitors to access the town. https://t.co/0NpnJ5VLX9"
320,"RT @RishiSunak: 1/ The energy regulator OFGEM has announced that the energy price cap will rise in April.

Without action this would be ver…"
321,Here are some of the ways we are Levelling Up the UK. https://t.co/cI0X0a3tnA
322,"I spoke to President Putin this afternoon to express my deep concern about Russia’s hostile activity on the Ukrainian border.

Any further incursion into Ukrainian territory would be a tragic miscalculation.

Dialogue and diplomacy is the only way forward. https://t.co/zljO2y9Tj9"
323,"It is the most comprehensive, ambitious plan of its kind that this country has ever seen and it will ensure that the government continues to rise to the challenge and deliver for the people of the UK.

https://t.co/haNHRP1x13
 
4/4"
324,"It is a vision for the future that will see public spending on R&amp;D increased in every part of the country; transport connectivity improving, faster broadband, life expectancies rising, violent crime falling, schools improving and private sector investment being unleashed.
 
3/4"
325,"The challenges we face have been embedded over generations and cannot be dug out overnight, but this White Paper is the next crucial step. 
 
2/4"
326,"The defining mission of this government has been to level up this country, to break the link between geography and destiny so that no matter where you live you have access to the same opportunities. 
 
1/4"
327,"RT @10DowningStreet: We are proud to announce our Levelling Up Missions today, with ambitious plans to boost productivity and living standa…"
328,"We stand foursquare behind the Ukrainian people and for the sovereignty and territorial integrity of Ukraine.
 
🇬🇧🇺🇦 https://t.co/fnWli2qg3Y"
329,"One year on from the death of Captain Sir Tom Moore, we remember him as a national inspiration, a hero, whose extraordinary fundraising gave us hope during this country’s deepest post-war crisis.

His legacy lives on in the @CaptainTomMoore Foundation.

https://t.co/FWMLzv076r https://t.co/YYn3RvtXHo"
330,"The UK is a firm and enduring ally of Ukraine and a supporter of Ukraine’s territorial sovereignty and integrity.

It is vital that Russia steps back and chooses a path of diplomacy. https://t.co/MssCGSbeT1"
331,"Travelling to Kyiv today to meet President @ZelenskyyUa for talks.

As a friend and a democratic partner, the UK will continue to uphold Ukraine's sovereignty in the face of those who seek to destroy it. https://t.co/qmKBmNJhhx"
332,"Levelling up means giving all young people, no matter their background, the skills they need to realise their potential.
 
So we’re targeting intensive support to 55 Education Investment Areas, raising school standards and helping children to succeed no matter where they live. https://t.co/pm0nKTqh8z"
333,"A very happy Lunar New Year to everybody who is celebrating in the UK and around the world.

I wish you all a very happy and prosperous Year of the Tiger. 

春节快乐！ https://t.co/yF99TR58g2"
334,"RT @BorisJohnson: Two years on from Brexit, we have taken back control of our money, our borders and our laws.

And we’re building back bet…"
335,"A year ago the military junta seized power in Myanmar, trampling upon democracy.
 
The UK stands with the people of Myanmar in the face of brutal military violence, a humanitarian crisis, and the detention of political opponents.
 
Freedom and democracy must be restored."
336,"Two years on from Brexit, we have taken back control of our money, our borders and our laws.

And we’re building back better from Covid, with one of the fastest vaccine rollouts in Europe. https://t.co/21LCSjXGZ6"
337,We’re going further and faster to maximise the benefits of Brexit 🇬🇧 https://t.co/x8goR59cXZ
338,"It’s two years since we left the EU, taking back control of our money, borders and laws.

Fantastic to be at the opening of Tilbury2, which will drive investment &amp; create skilled jobs.

We’re maximising the benefits of Brexit and will bring forward a Brexit Freedoms Bill. 🇬🇧 https://t.co/mTiR3a1mKP"
339,"RT @SteveBarclay: It’s been 2 years since we delivered Brexit 🇬🇧

We are out of the Common Agricultural Policy &amp; Common Fisheries Policy, d…"
340,"RT @Conservatives: On this day two years ago, we got Brexit done 🇬🇧 https://t.co/YBFrZ19frv"
341,"Two years ago today, we Got Brexit Done 🇬🇧 

https://t.co/CSxwBoxjJV https://t.co/aSwq1RtKM8"
342,"Earlier this week, I was briefed by our defence chiefs on the situation on Ukraine’s border. 
 
The picture is increasingly concerning – I continue to urge Russia to engage in negotiations and avoid a reckless and catastrophic invasion. https://t.co/ILaJzxCURI"
343,"Tomorrow marks a tragic day in our history, the 50th anniversary of Bloody Sunday. This was one of the darkest days of the Troubles. We must learn from the past, reconcile, and build a peaceful future for people in Northern Ireland."
344,"As we come out of the pandemic our message is clear: we are focused on the big issues that matter in people’s lives. 
 
So it was fantastic to visit Anglesey yesterday to see some of the brilliant ways we are levelling up in North Wales and right across the UK. https://t.co/SNycX90hEh"
345,"This #HolocaustMemorialDay it was a privilege to hear the testimony of Manfred Goldberg BEM, who survived the horrors of the Holocaust.

We must conserve memories of the Holocaust, banish any complacency &amp; take action to stamp out antisemitism in this country. 

#LightTheDarkness https://t.co/RJ9hUx6Aft"
346,"I'm appalled by this despicable footage, and I thank police for making a swift arrest. 

This attack is a terrible reminder, on Holocaust Memorial Day, that such prejudice is not consigned to history, but remains a very real problem in society. We must stamp out antisemitism. https://t.co/WjmtEErB6D"
347,"There is no place in our society for the mockery and abuse of people living with dwarfism, or any other disability or condition. Thank you for meeting me Will, and I’m wishing you every success with your campaign."
348,"Yesterday I met with @will_perryy, who represented @ParalympicsGB in the 2020 Paralympics and is now campaigning for a kinder and more understanding society for people with dwarfism. It was heart-rending to hear about the bullying and abuse that he has experienced. https://t.co/ePSBV6EPn5"
349,"The success of our booster rollout, the tireless work of the NHS and the amazing public response means Plan B measures have ended in England today.

The pandemic is not over – everyone should remain cautious, and I urge anyone who hasn’t yet got their vaccine to come forward."
350,"The UK and India are tied by bonds that span over decades, through generations and across some of the greatest challenges we have faced.
 
I want to send my best wishes from the UK to the people of India, and to all British Indians, on India’s Republic Day 🇬🇧🇮🇳"
351,"Wishing our Aussie friends and allies a very Happy Australia Day!

Our historic trade deal last year marked a new dawn between our nations – underpinned by our shared history and common values. I look forward to strengthening this in the years ahead.
 
🇬🇧🇦🇺"
352,"If President Putin were to choose the path of bloodshed and destruction in Ukraine, he must realise that it would be both tragic and futile.

My full statement: https://t.co/Ff6LatbVu8 https://t.co/aenTopTO5x"
353,"RT @grantshapps: TRAVEL UPDATE ✈️ 
 
We are removing ALL testing measures for eligible fully vaccinated arrivals to England from 4am on 11…"
354,"Fantastic news that EV battery pioneer @BritishvoltUK will build a Gigafactory in Northumberland, creating thousands of jobs in our industrial heartlands and boosting electric vehicle production as part of our Green Industrial Revolution. 

https://t.co/l7Uhiii9fb"
355,"We were the first nation in the world to administer a vaccine, and one of the fastest in Europe to roll it out. 
 
We kept open this winter while others locked down.
 
And we’re the first to emerge from Omicron because we delivered the fastest booster campaign in Europe. https://t.co/TdBegwsONO"
356,"RT @RishiSunak: 💻Help to Grow: Digital is now live!💻

Get a 50% discount on productivity-enhancing software, worth up to £5,000 for your bu…"
357,"RT @OliverDowden: We delivered the biggest and fastest vaccine roll out in Europe, resisted lockdown, and can now restore freedoms with the…"
358,"Confronted by the nation’s biggest challenge since the Second World War and the worst pandemic since 1918, any government would get some things wrong. 
 
But this government got the big things right. 
 
5/5"
359,"And it is because of the extraordinary booster campaign – together with the way the public have responded to the Plan B measures – that we can return to Plan A in England and allow Plan B regulations to expire. 
 
4/5"
360,"We’re the first to emerge from the Omicron wave, because we focused our NHS on delivering the fastest booster campaign in Europe. 
 
3/5"
361,"We made the tough decision to open up last summer when others said that we shouldn’t, and kept open this winter while others locked down.
 
As a result, we have the most open economy and society in Europe, and the fastest growing economy in the G7. 

2/5"
362,"We were the first nation in the world to administer a vaccine, and one of the fastest in Europe to roll it out. 
 
This was because we made the big call to pursue our own vaccine procurement, outside of the EMA. 

1/5"
363,WATCH LIVE: My statement in the @HouseofCommons on coronavirus https://t.co/z9d8FbTElU
364,"I’m delighted that Her Majesty The Queen has given permission for a special medal be awarded to all those who deployed to Kabul in August last year, honouring the heroism of those who carried out the biggest emergency evacuation for decades and rescuing 15,000 people. https://t.co/rHJVuGbL0B"
365,"Community diagnostic centres like the one I visited in Finchley today allow for checks closer to your home and quicker diagnosis and treatment. They will be vital in cutting NHS waiting lists.

We’re investing £2.3 billion into opening 100 centres like this by 2025. https://t.co/RyvTnEHNkz"
366,"Magistrates will be given more powers to hand out longer sentences. 

This will help tackle the backlog of cases in the Crown Courts – speeding up justice for victims, punishing those guilty of serious crimes and building back stronger and safer from the pandemic. https://t.co/9f4oMxUDHq"
367,"Today's figures show unemployment rates are falling and record numbers of people are on payrolls.

Our #PlanForJobs is working.

We will continue to support access to skills and opportunities, helping the market thrive as we #BuildBackBetter from the pandemic. https://t.co/gnwHWSGv3B"
368,RT @RishiSunak: It’s amazing to see the size of the economy back to pre-pandemic levels in November – a testament to the grit and determina…
369,"Today we launch negotiations on an ambitious free trade deal with India – one of the world’s biggest and fastest-growing economies.

As we take our historic partnership to the next level we will create jobs, increase wages and drive innovation across the United Kingdom.

🇬🇧🇮🇳"
370,"RT @Conservatives: Thank you to the NHS, Armed Forces and volunteers who have worked to make the booster programme a success.

And thank yo…"
371,I would like to thank Jonathan Van-Tam for his extraordinary contribution to our country and his invaluable advice throughout the pandemic. Wishing him the very best for the future. https://t.co/4E6XIszJED
372,"This morning I visited Oak Wood School in my constituency to see how students have been settling into the new term.

Teachers and staff across the country have been doing an outstanding job throughout the pandemic to keep our children learning. https://t.co/ppw4SS6cQA"
373,"RT @RoyalFamily: On February 6 this year, The Queen will become the first British Monarch to celebrate a #PlatinumJubilee.

🧵👇A thread on w…"
374,"I welcome the decision by @VirginMedia and @O2 to keep roaming free, meaning UK citizens can still use their mobile data, calls and texts across Europe with no extra charges. https://t.co/HSsN7pXRtv"
375,https://t.co/ZuKDeYch6C
376,"RT @Conservatives: A touching message from Cathy Brokenshire on what would have been James' birthday

If you'd like to donate visit: https:…"
377,"Deeply saddened to hear of the death of Jack Dromey MP. My thoughts are with Harriet and the family, and all those who knew him as a friend. May he rest in peace."
378,"Yesterday I visited Northampton Vaccination Centre where our Armed Forces and volunteers have delivered 282,000 life-saving jabs.

If you have not had your booster jab yet then please do come forward and Get Boosted Now. https://t.co/kZJXFkdq80"
379,"Thank you to each and every one of our brilliant vaccinators right across the country.
 
You are literally saving lives and allowing us to keep our country open and moving.
 
It is incumbent on each and every one of us to play our part, protect one another and Get Boosted Now. https://t.co/uT3daJ4aJx"
380,WATCH LIVE: My statement in the @HouseOfCommons on coronavirus https://t.co/sOfp5aq3tJ
381,"What an extraordinary achievement. Congratulations Captain @PreetChandi10!

https://t.co/XZJLGm3BAc"
382,"The freedoms that we are able to maintain in the teeth of this Omicron wave have been made possible by the number of people getting boosted.

It's the best way to contain this virus, help our NHS, and keep our country open – so please Get Boosted Now.

https://t.co/VKGvuQ4lzq https://t.co/IdB0l2wjqu"
383,WATCH LIVE: An update on coronavirus (4 January 2022) https://t.co/0AEKLNTfbM
384,"A year ago the UK became the first country in the world to administer the Oxford-AstraZeneca vaccine.

I’m extremely proud of the UK-made vaccine, with an incredible 2.5 billion doses delivered at-cost to more than 170 countries, saving a great many lives."
385,"Get Boosted Now to protect yourself and your loved ones – it’s the easiest New Year’s resolution you can make. 

Thank you to staff and volunteers at the Guttmann Vaccination Centre in Aylesbury, where they’ve given over 145,000 vaccinations. https://t.co/bUbKxroMao"
386,"RT @nadhimzahawi: I'm looking forward to welcoming pupils back to school &amp; college this week.
 
I know we face challenges with the Omicron…"
387,"132 million Covid-19 vaccinations in a single year is a phenomenal achievement. 

It simply wouldn't have been possible without the tireless work of the NHS and volunteers to get jabs in arms – saving countless lives. 

Please keep coming forward: Get Boosted Now. https://t.co/7nl3feG6Lt"
388,"These recipients have inspired and entertained us and given so much to their communities in the UK or in many cases around the world.

We thank them as a country for their dedication and outstanding contribution. https://t.co/d6BUHW07ex"
389,"2022 is almost upon us. Whatever the challenges that lie ahead in the coming weeks and months, our position today is incomparably better than last year.

Make it your New Year’s resolution to get your jabs and do something that will make 2022 a happy New Year for us all. https://t.co/G5Y97OfI9U"
390,"Getting the booster is absolutely crucial in protecting yourself and your loved ones against Omicron.

Get boosted now. https://t.co/imHsOpMovf"
391,"However, I would urge everyone to continue to act cautiously given the rising number of Omicron cases. 

Most importantly I urge everyone to get their first, second or booster jab without delay to protect yourselves and your loved ones. 2/2

https://t.co/HFdDcrX3l4"
392,"We will continue to monitor the data carefully, but there will be no new restrictions introduced in England before the New Year.  1/2"
393,"There are over 1.5 million vaccination slots available to book in England in the coming days. 

We know two jabs don’t give you enough protection against Omicron so whether it's your first, second or booster jab I urge you to book an appointment now. 

#GetBoostedNow"
394,"I am deeply saddened to hear of the death of Archbishop Desmond Tutu. 

He was a critical figure in the fight against apartheid and in the struggle to create a new South Africa - and will be remembered for his spiritual leadership and irrepressible good humour."
395,"RT @RoyalFamily: “And for me and my family, even with one familiar laugh missing this year, there will be joy in Christmas, as we have the…"
396,I would like to wish you all a very Merry Christmas. https://t.co/xRSgirIVqa
397,"Football clubs are the heart of our communities, so I pay tribute to @buryfcofficial fans and @JamesDalyMP who have shown great resolve to bring their beloved club back to life.

By helping to rescue Gigg Lane stadium, they are putting the club’s future back in the hands of fans. https://t.co/EOBvYz1TnM"
398,"Thank you to everyone across the country involved in our national testing mission.

We have the largest testing capacity in Europe, and last week over 70 million lateral flow tests were dispatched.

Only through testing can we fundamentally track infections &amp; understand COVID-19. https://t.co/uANm6ILtZ5"
399,"I want to pass on my best wishes for a Happy Christmas to our Armed Forces across the world and their families at home.
 
You have shown yet again in 2021 that you are equal to any trial or crisis and once again you have filled our hearts with pride 🇬🇧 https://t.co/FSEeBBpwS9"
400,"Great to speak to German Chancellor @OlafScholz today.
 
We spoke about the close friendship between our two nations. 
 
I look forward to working with Olaf in the years ahead."
401,"An astonishing 30 million booster doses have been administered across the United Kingdom, with more than 6 million in the last week alone.

Thank you to the staff and volunteers behind this incredible national effort and to everyone who has come forward.

https://t.co/trbDmZw6S1 https://t.co/LqQ2T4MUSe"
402,"Our NHS and care staff have been extraordinary throughout the pandemic, and are working flat out over the Christmas period getting booster jabs into arms.
 
Thank you for everything you do. https://t.co/Aad2SHOrp4"
403,RT @sajidjavid: The UK has bought an additional 4.25 million antivirals for NHS patients - this is another crucial defence against the viru…
404,"I wanted to confirm that people can go ahead with their Christmas plans.
 
But we’re keeping a constant eye on the data and can’t rule out any further measures after Christmas.
 
Please continue to be cautious, follow the guidance and Get Boosted Now: https://t.co/VKGvuQ4lzq https://t.co/506RPwP94h"
405,"RT @RishiSunak: We’re providing new support worth £1bn including:

➡️New grants for hospitality &amp; leisure sectors - up to £6,000 per busine…"
406,"We’ve got cases of Omicron surging across the country now and hospitalisations are rising quite steeply in London. 

Please exercise caution. Please get vaccinated. Please Get Boosted Now.

https://t.co/VKGvuQ4lzq https://t.co/wxmCAgRCDr"
407,RT @frankbrunoboxer: Evening I have had my booster jab. Please trust me I hate needles but when I talk to many families of people who have…
408,"RT @NHSEngland: The NHS delivered another record-breaking day for booster jabs yesterday — with a total of 830,403 people getting their vit…"
409,"RT @sajidjavid: VACCINE RECORD:

A record 906,656 jabs were delivered in England yesterday - including over 830,000 boosters.

Fantastic to…"
410,"From pharmacies to stadiums, we’re jabbing arms up and down the country. 

We’re throwing everything at this virus. 
 
Wherever you are, we’ll be there with a jab for you.
 
So please Get Boosted Now. https://t.co/9n3tWU4SEm"
411,RT @RoyalMail: We’re supporting @GOVUK's #GetBoostedNow campaign with a special postmark. https://t.co/EiquHXakrM
412,"Covid-19 is a UK-wide threat.

I spoke with First Minister @PaulGivan and deputy First Minister @Moneillsf of Northern Ireland about the importance of the booster rollout to tackle Omicron. 

We’ll continue to have discussions over the coming days and work together on this."
413,"Earlier I discussed with First Minister Mark Drakeford the continued response to Covid-19 and the importance of working together. 

A COBR meeting with representatives from the devolved administrations will take place over the weekend."
414,"A record day for vaccinations yesterday with an incredible 936,480 people coming forward. That means 50% of adults have now received a booster dose.

Our NHS is working flat out getting lifesaving booster jabs into arms. 

Please play your part and Get Boosted Now. https://t.co/GPS9i3CGbH"
415,"The staff, volunteers and military personnel at Hillingdon Hospital vaccine hub in my constituency are working tirelessly to get booster jabs into arms.

Getting a booster is the best way to protect against Omicron.

Don’t delay. Get boosted now. https://t.co/o88ZMBpHTQ"
416,"RT @premierleague: It’s been great having fans back in the stadium this season, and we all want it to remain that way

The best way to prot…"
417,"This afternoon I have spoken to First Minister Nicola Sturgeon on the ongoing response to the Omicron variant.

We discussed the shared challenges including economic disruption and will continue to work together."
418,"Thank you to all the staff and volunteers behind the national effort to Get Boosted Now.
 
In Ramsgate today I had the privilege of meeting Lucy who has vaccinated an extraordinary 15,000 people in a year.
 
Come and Get Boosted Now: https://t.co/trbDmZw6S1 https://t.co/DpedOBwPtV"
419,"RT @nadhimzahawi: Teachers and support staff are doing an incredible job responding to the pandemic.

I want to ensure schools and colleges…"
420,"I want to say a MASSIVE thank you to the 25 million people who have come forward for their booster. Nearly 3/4 of a million people got boosted yesterday alone. A HUGE national effort.
 
Let’s keep going. Don’t delay. If you haven’t already – Get Boosted Now. https://t.co/pKrKWOOmnX"
421,"RT @pritipatel: I’m pleased to announce today an increase of up to £1.1 billion for police funding next year. 

In 2021 we have: 

✅ Cut kn…"
422,"RT @DCMS: #GetBoostedNow

A vitally important message lights up the iconic @bt_uk Tower 

Protect yourself, your friends and your family. G…"
423,"Thank you to the NHS staff, volunteers and military personnel who are working incredibly hard to deliver boosters across the country. 

We must keep going. If you haven’t already, Get Boosted Now. 
https://t.co/trbDmZw6S1"
424,"Record day on boosters yesterday – thank you to the more than 650,000 people who came forward across the UK.

The NHS is working flat out getting lifesaving jabs into arms. 

Please play your part and Get Boosted Now, and encourage everyone you know to do the same."
425,WATCH LIVE: COVID-19 press conference (15 December 2021) https://t.co/K2lbnm1OZJ
426,"Nothing can undo the pain caused by David Fuller's unimaginable crimes, but I hope some comfort can be taken from the fact he will spend the rest of his life behind bars. My thoughts are with the family and friends of his victims, who have shown incredible bravery in court today."
427,"Northern Ireland is at the heart of our plans to level up across the whole of the United Kingdom. 

Our £350 million boost to the Belfast City Deal will turbocharge digital infrastructure, skills and jobs in a city that has a proud history of innovation and creativity. https://t.co/zUvoQSDxhq"
428,"RT @sajidjavid: We’re accelerating the booster programme as we fight against Omicron.

All those aged 18 and over can now book their booste…"
429,"Be part of our national mission to get as many people boosted as possible, as quickly as possible.

Help us deliver jabs and save lives.

Volunteer here: https://t.co/qvc8qMpWhj"
430,"RT @10DowningStreet: Every eligible adult in England can now book their booster vaccinations.

Get Boosted Now to protect yourself, your fr…"
431,RT @10DowningStreet: “Boosters give you the best possible protection against the virus and should significantly reduce your risk of serious…
432,My letter to everyone working in the NHS. https://t.co/MzEqVdZ8m4
433,What happened to Star Hobson is shocking and heartbreaking. We must protect children from these barbaric crimes and ensure lessons are learned. https://t.co/rHzMu5SAZ9
434,"RT @sajidjavid: More than 650,000 boosters were booked in England yesterday. 

Thank you to everyone coming forward to #GetBoostedNow 

👏🏽…"
435,"Hillingdon Hospital vaccination hub is now open for residents to get their crucial booster jabs.
 
Get boosted now and protect yourself, your friends and your family. https://t.co/wAG0Dz8C9Y"
436,"We must act now to get boosted – to protect ourselves, our loved ones and the NHS. 

Book yours here:

https://t.co/trbDmZw6S1"
437,"Encouraging to see a record jump in employment and falling unemployment with today's jobs figures. 

Our incredible vaccine rollout is helping our economy recover. 

Please keep coming forward for your booster jabs and protect the progress we’ve made. https://t.co/FML9r1n5jg"
438,"We're launching an urgent appeal for volunteers to come forward and support our national mission to Get Boosted Now.

Help our brilliant GPs, doctors, nurses &amp; pharmacists.

Help us deliver jabs &amp; save lives.

Help us get everyone boosted by the New Year.

https://t.co/qvc8qMpWhj https://t.co/fnJ0PMcddC"
439,"This is your chance to be part of a life-saving, Covid-busting effort. 

Thousands have already answered the call. But the more volunteers we get, the more people we can protect.

So please sign up to the Jabs Army now.

https://t.co/2HHy1tBKhI https://t.co/11NRk0k4Vd"
440,"More than half a million people booked their booster jab today – an incredible feat.  

We're doing everything we can to deliver millions more boosters in the coming weeks.

Thank you to everyone who has answered the call – please tell your friends and family to Get Boosted Now."
441,Get Boosted Now. https://t.co/iV2MhgbqjN
442,"The NHS is working flat-out to deliver jabs and save lives.

Do your part and Get Boosted Now. https://t.co/FHjRvI4qlq"
