,text
628,"The competition between frenemies has begun. Putin and Xi have already tossed the U.S. aside. 
https://t.co/apP8gddgPB"
629,"Middle Tennessee is expected to see potentially damaging storms and tornado activity this afternoon and evening. 

Please have a plan in place to take shelter, and stay up to date with local weather authorities. https://t.co/PRUDYP6XVh"
630,Joe Biden is pushing for a new nuclear deal with Iran that will help a terrorist regime develop weapons of mass destruction.
631,Justin Trudeau is acting like a tyrant. He has done everything to silence peaceful protesters and nothing to resolve the underlying matter: mandates do not work.
632,National Security Advisor Jake Sullivan pushed a criminally false narrative.
633,Hillary Clinton’s campaign spied on President Trump. These people should have no place in our government.
634,RT @georgia_wells: Legislation introduced today would hold social-media companies responsible for harm they cause to children. What's notab…
635,The Clinton campaign spied on a U.S. President. That should make every American outraged.
636,"When I applauded Enes for his courage to stand up to Communist China, I didn’t think he’d be standing this tall!

Thank you for speaking up and holding the CCP accountable, and thank you for joining us at lunch today, @EnesFreedom. https://t.co/OlqowUtc9B"
637,Biden should have been tough on Russia from the beginning. His weakness has led Putin to think he can call all the shots for the U.S. and our partners around the world. https://t.co/ZAfOkk7wGb
638,Investigate Hillary Clinton.
639,Where is all the media outrage on Jake Sullivan’s lies that tied President Trump with the Russian collusion?
640,What else has Jake Sullivan lied about? https://t.co/ezuafRL0c5
641,.@SenBlumenthal and I are giving families a tool kit to protect children with The Kids Online Safety Act. https://t.co/OC7NSK81ww
642,".@SenBlumenthal and I have heard many stories of harm affecting young users and Big Tech’s unwillingness to change.

The Kids Online Safety Act will set necessary safety guardrails for online platforms to follow that will require transparency and give parents more peace of mind."
643,"RT @SenBlumenthal: Big Tech has failed children &amp; betrayed its trust, putting profits above safety. @MarshaBlackburn &amp; I are introducing th…"
644,".@SenatorHagerty and I were honored to speak with a few members of the @101stAASLTDIV tonight after they received orders to deploy to Eastern Europe and assist in Joint Task Force Dragon. 

We thank them for their service and dedication to our nation. https://t.co/Ym9ahM5hps"
645,"Thank you, @SecBecerra, for committing to me in writing that taxpayer dollars will not be used to fund crack pipes. https://t.co/xkdj3MaqkK"
646,Biden giving Putin the green light to continue building their pipeline while he shut down our Keystone pipeline is all you need to know on his plan to negotiate with Russia.
647,RT @siobhanehughes: Sen. Marsha Blackburn lifted a hold on a stopgap bill needed to avoid a partial government shutdown after she won a com…
648,"No matter what Russia’s course of action is, Biden must never let Putin off the hook."
649,"RT @FoxNews: Sen. Blackburn accuses DHS of 'policing' speech, thoughts of Americans through anti-terrorism bulletin https://t.co/9TXe1fg69o"
650,Putin is all about putting the ‘old Soviet band’ back together.
651,"55% of items saw price increases in January. 

Joe Biden’s inflation tax is never-ending."
652,"Justin Trudeau is abusing his power to target political opponents standing up to his vaccine mandates.

The USA must call on Trudeau to allow for peaceful political protest."
653,"Trump sanctioned Russia, while Biden allowed them to build a pipeline."
654,"Jake Sullivan lied to the American people in hopes of winning an election.

How can the media trust a word he says? https://t.co/61HDAs5W1z"
655,Why is the White House refusing to comment about Jake Sullivan’s role in fabricating evidence against President Trump?
656,"When Biden said ‘return to normalcy,’ he must have meant a return to letting Putin get his way."
657,"‘The political left’s assault on U.S. natural gas is one of the most self-destructive acts in history.’

It’s time for Biden to put America first, lift the leases, open Keystone, and start drilling and exporting again. https://t.co/rLOGjWUPIB"
658,You can’t stop strong women! https://t.co/RR0fhFBqqE
659,The Clinton campaign not only spied on President Trump — they lied about it. https://t.co/6WlKc8Dqvp
660,"President Biden wants to enter the U.S. into a new Iran nuclear deal without consent from Congress.

It must be submitted to Congress as a treaty for proper advice and consent, which I have long advocated for in the Senate."
661,"Jake Sullivan’s involvement in the Russia collusion hoax is a clear conflict of interest, and he should not be allowed to speak on behalf of the U.S. as Russia-Ukraine tensions heighten."
662,National Security Advisor Jake Sullivan must immediately resign or be fired for his role in the Russia hoax. https://t.co/RWcKMNj3w5
663,It’s time for @HillaryClinton to answer serious questions about her ties to the Russia hoax. https://t.co/8pWuMoyJPD
664,Evidence is out that Hillary Clinton and her campaign allegedly paid tech companies to manufacture a false narrative that Donald Trump was linked with Russia.
665,#GenocideGames https://t.co/9QIZYaPaP2
666,A sitting U.S. President lobbied Democrat Senators to vote against sanctioning Nord Stream II.
667,"RT @NextRevFNC: TONIGHT: Guy Lewis, @MarshaBlackburn, @jasoninthehouse, @RepSpartz, @GenDonBolduc and @BenjiBacker join #NextRevFNC! Tune i…"
668,"In Tennessee, I have heard from countless veterans about their frustrations with how the VA is running the Community Care program. 

This week, I introduced a bill with @SenTuberville to cut out the middle man and make it easier for veterans to see a doctor."
669,"The NBA has made a calculated choice to kowtow to the CCP and turn a blind eye to their genocide and oppression by firing @EnesFreedom. 

I stand with Enes, who has bravely defended what’s right no matter what."
670,"It’s always a good week when @putnamsheriffTN @EddieFarrisTN and @FranklinCoTN Sheriff Tim Fuller come to town!

We had a productive meeting about keeping TN communities safe and the importance of standing with our law enforcement officers. #BackTheBlue https://t.co/oJYYck8j85"
671,Tennessee will be cheering on Tee Higgins in tonight’s #SuperBowl! #SuperBowlLVI https://t.co/KTuB4gOuz4
672,"“For everything there is a season, and a time for every matter under heaven.” — Ecclesiastes 3:1"
673,Biden is all talk and no action with Putin.
674,#GenocideGames https://t.co/cw8bf5dx0A
675,Will Big Tech hide this story for misinformation? Or does that rule only apply to Republicans? https://t.co/TkXPgsNidj
676,"Just weeks ago, President Biden lobbied Congress against sanctioning Russia’s Nord Stream II. 

Now, Russia might invade Ukraine any day."
677,Putin was watching closely when Joe Biden allowed the Taliban to take over Afghanistan.
678,"Nearly 1,000 troops have been discharged over Biden’s vaccine mandate.

How disrespectful to our men and women who have put their lives on the line for our country and freedoms."
679,We have an uptick in adversaries now that Joe Biden is commander in chief.
680,"If Russia invades Ukraine, it will be because of Biden’s weakness."
681,"Six months after President Biden’s botched withdrawal from Afghanistan, Americans are still being taken hostage by the Taliban.

President Biden must take full responsibility and get our people home safely."
682,We must not allow Iran to acquire a nuclear weapon.
683,"Biden’s so-called infrastructure is about to hurt taxpayers and the business community significantly. 

Can we say, ‘I told you so?’ https://t.co/o1SEINS0yC"
684,"If Joe Biden is telling the truth that our top military commanders lied under sworn testimony, Biden should immediately fire them.

The American do not trust Biden — he should resign."
685,"First, they attempted to implement illegal COVID vaccine mandates. 

Now, they think they can bypass Congress, and make a deal that allows Iran to develop nuclear weapons. 

Has the Biden administration read the Constitution lately?"
686,"Biden is deploying Kamala Harris to Europe to help ease Russia-Ukraine tensions. 

Right, because she’s doing so well with our southern border…"
687,"Glad Kamala Harris can find her way to Europe.

She still can’t show up at the border at the right address. https://t.co/OYbNj7nQlU"
688,"New reports confirm the Biden administration was vastly unprepared to evacuate U.S. citizens and our allies from Afghanistan, despite having the advanced intel. 

Accountability must happen — starting with a public hearing."
689,#GenocideGames https://t.co/nKGUeeqi9S
690,The Biden admin wants your tax dollars to fund abortion on demand and vending machines filled with drug paraphernalia.
691,I support the right of Canadian truckers to peacefully protest. https://t.co/ybf4Hgd5by
692,"Why is the U.S. paying for Russia to lie and cheat?

Russian athletes are testing positive for banned drugs at the 2022 Olympics. If the World Anti-Doping Agency can’t provide transparency on Russia’s drug scheme, we want our money back."
693,Biden’s #inflation just taxed every American.
694,"RT @dcexaminer: #EXCLUSIVE: The bill set for introduction by Sen. @MarshaBlackburn, first shared with @dcexaminer, would demand that the U.…"
695,"The Biden-Harris agenda has #inflation written all over it. Now, we have the highest levels of inflation since 1982."
696,Government-funded drug paraphernalia is a slap in the face to the communities and first responders fighting against drugs flowing into our country from a wide-open southern border. https://t.co/FblodOClFZ
697,.@Gofundme is working with the liberal media and establishment to stop truckers protesting authoritarian vaccine mandates.
698,"RT @MorningsMaria: .@MarshaBlackburn: ""The Biden White House is not even consulting with Republican senators. They've sent the message that…"
699,"BREAKING: The numbers just got worse for Joe Biden. 

Inflation spiked 7.5% in January, reaching a 40-year high."
700,"CRT has no place in our schools, and security moms are back — ready to stand up for their children. @EmmaJoNYC https://t.co/xaZxRbRWI9"
701,Our athletes deserved better than Communist China.
702,A secure border is not up for discussion — American lives are depending on it.
703,"RT @StephenM: Let’s all stand with the great @MarshaBlackburn as she fights for sanity, for the rule of law, and for the American People —…"
704,"We haven’t forgotten about TSA accepting arrest warrants as ID for illegal immigrants. 

We haven’t forgotten about Biden’s flights for illegals in the dead of night — funded by taxpayer dollars. 

The American people deserve answers."
705,Democrats’ desire to ignore lawless behavior when it benefits their narrative — plus their silence — has empowered criminals on our southern border. https://t.co/8US4Dzm8TO
706,"The Chinese Communist Party is a reckless, inhumane, and irresponsible regime. 

They should have never been given the world stage to host this year’s Olympic Games."
707,U.S. taxpayer dollars should not be used to fund vending machines for crack pipes. We will not allow this administration to continue lying to the American people. https://t.co/N6neDqr8EW
708,RT @siobhanehughes: Sen. Blackburn has just put a hold on the CR that cleared the House until she can get an insurance from HHS that taxpay…
709,.@gofundme is using their platform to censor political protest.
710,"Let’s be clear about one thing: FCC nominee Gigi Sohn is an activist for her friends on left, and she has been less than forthcoming to the American people about it. 

Her inability to be impartial concerns me. https://t.co/tK6YrOornO"
711,#GenocideGames https://t.co/LK2JfGuO83
712,"The U.S. trade deficit hit an all-time high last year, increasing by 27%. This is why it’s critical we stop our reliance on countries like Communist China and bring manufacturing back to the USA."
713,"RT @ConcernedVets: ""Let 2022 be the year we all say “enough is enough” with the VA’s dysfunction and instead use the full force of governme…"
714,.@Gofundme is against protesting vaccine mandates but for burning down cities.
715,Way to go! Fort Campbell has been the center of many great firsts for Army aviation. This is another historic first. https://t.co/LcLX4zQZMO
716,.@gofundme is censoring truckers for opposing vaccine mandates but pushing users to fund BLM which burned down cities.
717,"It’s been over 7 months since Kamala Harris attempted to visit the southern border, but she went to the wrong address. 

It is time for a do-over."
718,End government-funded crack pipes.
719,RT @FoxNews: TIME FOR AN INTERVENTION: The Biden administration was just caught using YOUR tax dollars to funnel crack pipes and MORE into…
720,"An illegal immigrant was arrested in Washington, DC for leaving swastikas just days after International Holocaust Remembrance Day.

Washington’s liberal elites refuse to deport him.

End sanctuary policies now."
721,The Biden administration wants to use COVID relief funds to pay for drug paraphernalia. https://t.co/seUuCever0
722,"RT @JonBrownDC: NEW: @MarshaBlackburn sent a letter to @SecBecerra on Tuesday expressing her ""grave concerns"" about Biden's program that co…"
723,Correct. Y’all are just funding the crack pipes. https://t.co/bWavgYM60O
724,Biden’s radical transformation of our country is just beginning. https://t.co/KjzfWsF2m7
725,Our competitors are watching Biden back down to Putin and taking note.
726,Biden is letting Russia spread its influence.
727,"Radical Los Angeles liberals are attempting to fire 4,000 law enforcement personnel for refusing to get vaccinated.

RT to tell @LACountyBOS to protect essential workers."
728,RT @HolocaustMuseum: At the #Olympics you’ll see a well-known tradition—the torch relay—which the Nazis used at the 1936 Olympics for propa…
729,.@SenatorHagerty and I are thrilled to welcome Tennesseans back to our nation’s capital for Tennessee Tuesday! https://t.co/ka7l7Xakbn
730,"Kamala Harris’ team reportedly wants her out on the road more as they attempt to reset her image.

If she truly wants to reset and travel more, I recommend she start with a trip to the southern border."
731,"Biden stated there will be no Nord Stream II pipeline if Russia invades.

But why did Joe allow his friends in Russia to build it in the first place?"
732,"RT @kayleighmcenany: President Trump sanctioned Russia. 

President Biden gave them a pipeline.

And here we are..."
733,"Dinigeer Yilamujiang, a 20-year-old Uyghur athlete competing in the Olympics, has vanished from the public eye after finishing 43rd in her race. 

We are concerned for her whereabouts and demand answers from the Chinese Communist Party immediately."
734,"The Chinese Communist Party is using Peng Shuai as a puppet, and the International Olympic Committee is going along with it. Not only did a top CCP official sexually assault and disappear her, but now they’re forcing her to deny anything happened."
735,"While the Biden administration is busy filling vending machines with drug paraphernalia, Tennesseans want to see inflation halted, our southern border secured, and crime stopped. https://t.co/vBHAVJ3Rc0"
736,"I can’t believe I have to say this, but Biden’s decision to fill vending machines with drug paraphernalia is really harmful and endorses illegal activity."
737,"Drug paraphernalia out of vending machines. 

That’s Joe Biden’s plan to address drug abuse."
738,"Appreciate our neighbors in Kentucky stepping up to lend a helping hand to restore power in Memphis. My office continues to monitor the situation closely, and we thank those working around the clock. https://t.co/RMricSH7tq"
739,Securing the southern border should not be optional.
740,"NBC’s viewership for the opening ceremony was down 43 percent.

Americans are standing up against Communist China’s oppressive regime and the #GenocideGames."
741,Do the American people a favor: stop legitimizing the Chinese Communist Party.
742,"It was a pleasure speaking with @AlvedaCKing last month on Unmuted, and she continues to share an important message for Black History Month here: 
https://t.co/pc0b4itqRo"
743,Congratulations to Y-12 on a very successful 2021. Their continued investment in manufacturing and technological innovation serves Tennessee and the national security community well. https://t.co/nT9ivLRBzk
744,"Let’s get this straight: @gofundme banned truck drivers from speaking out on mandates, but promoted and donated to BLM after they let violent riots set cities on fire. https://t.co/RB2BR9xdvD"
745,Apple and Google are protecting Beijing by banning people in China from downloading apps that would allow activists to circumvent the CCP’s strict censorship. https://t.co/RMO8D5Hsi4
746,"In honoring President Ronald Reagan’s birthday today, let’s recommit to preserving liberty and ensuring our children and grandchildren have the opportunity to live out their version of the American dream."
747,"Since GoFundMe wants to exile Canadian truckers for protesting tyrannical mandates, will they also take BLM off their platform for the violence and destruction they have caused?"
748,Does the Biden administration think no one is watching as they allow Iran to develop nuclear weapons?
749,"RT @FoxNews: BLM chapter founder sentenced to six years in prison for illegally registering to vote

https://t.co/qqoiUBgstf"
750,"On Scout Sunday, we recognize Scout’s contributions to each and every one of their communities. Happy Scout Sunday to all of Tennessee’s Scouts!"
751,"“Whoever keeps his commandments abides in God, and God in him. And by this we know that he abides in us, by the Spirit whom he has given us.” — 1 John 3:24"
752,Corporate America has put sponsorships over condemnation of the CCP’s crimes against humanity for far too long. They’re going for the green!
753,Putin and Xi are partners in crime.
754,The BLM organization is a self-identified Marxist group that planned unlawful protests and burned our cities to the ground. Where was @gofundme then? https://t.co/Ou8cwe61TZ
755,Putin and Xi won’t stop until we stand up to them. https://t.co/z4vZl9WFKG
756,Two great future police officers. #BackTheBlue https://t.co/dGXN0fkdoX
757,"While you’re in China — Dr. Tedros, Director-General of the WHO — why don’t you start looking for the true origins of COVID-19. https://t.co/VHGHNNP7NO"
758,Transportation for illegal immigrants has cost American taxpayers at least $340 million in 9 months.
759,"Democrats’ reckless spending is shattering records in all the worst ways.
https://t.co/EbhBtFFvG9"
760,"This is reality. Τhis is why the Beijing Olympics are not safe, and this is what the CCP is truly about.
 https://t.co/8vRqBWpdiu"
761,RT @FaulknerFocus: “Walls work!  Look China has the Great Wall…”— @SenMarshaBlackburn on President Biden’s border crisis. It is the battle…
762,The International Olympic Committee has sidelined the safety of our athletes to appease Communist China and make a profit.
763,"Always great to hear from Tennessee’s chiefs of police. 

Washington must get its priorities straight in order to protect our communities: fund our police and secure the southern border. https://t.co/ZFzXoptrxy"
764,RT @SenBlumenthal: Yesterday the Judiciary Committee moved one step closer toward preventing the online app market from being exploited by…
765,China knows that walls work. https://t.co/Kr8EEmwcFm
766,"Communist China is on the fast track to accomplish global domination, and their presentation at the Olympics is their next step. https://t.co/v5cqDHvtQ6"
767,Putin and Xi have officially teamed up at the #GenocideGames — bonding over their shared desire to shatter American freedom and democracy.
768,"I am closely monitoring the situation in TN, and my team has been in contact with @TVAnews. We are grateful for those working around the clock to restore power and keep people safe. Please stay vigilant as ice on trees, power lines, and roads could cause dangerous conditions."
769,Join us as we pay our respects to Sgt. Chris Jenkins this afternoon for his service to our communities. https://t.co/ga151yUwp0
770,"Communist China is waiting to take advantage of the U.S. and our athletes at every turn. 

Join me in praying for the safety of Team USA at the Olympics."
771,Will @UN leadership be visiting Uyghur populations while they’re in Communist China? Or will they continue to ignore the genocide?
772,"RT @HARRISFAULKNER: Day 1 of #Olympics2022 USA loves our athletes! But America in Communist China?
--Wuhan Lab/COVID; ethnic cleansing and…"
773,Biden’s DHS has lost count of how many illegal immigrants they have allowed into the U.S. who have failed to comply with routine reporting requirements.
774,RT @BradSmi: App stores are the gateway for the most popular digital platforms. Congratulations to @SenBlumenthal @MarshaBlackburn for adva…
775,"Russia and Ukraine are on the brink of war, and the Biden administration is spending their time firing unvaccinated soldiers."
776,"CNN is not journalism, it’s activism."
777,"RT @TNMilitaryDept: WELCOME HOME!
More than 190 Soldiers from the Tennessee National Guard’s 1st Battalion, 181st Field Artillery Regiment,…"
778,Why did Nancy Pelosi stand by as BLM protesters set fire to cities but tell American athletes to stop protesting China’s human rights violations?
779,Really? Because we’ve all seen the videos of government funded flights shuttling illegal immigrants into the country *overnight*. https://t.co/QQKbWT0tr9
780,"Joe Biden wants to cover up the mess that he and Democrats made by defunding the police. 

We have the receipts. https://t.co/y8Ptvcv9rT"
781,"The American people have figured out CNN isn’t an honest broker. They have record low ratings, and the American people do not trust them."
782,"In China, it will help citizens circumvent Beijing's strict internet censorship. I thank @SenBlumenthal for his leadership and work on this effort."
783,The passage of the Open App Markets Act out of the Senate Judiciary committee brings us one step closer to having this legislation signed into law. This bill will let people download apps directly from outside companies rather than being forced to go through official app stores.
784,The Open App Markets Act will take power away from Big Tech and give it to the free market. https://t.co/S1pHeMxexC
785,"Apple has prevented the creation of third-party app stores on iPhones, required that apps exclusively use their own expensive payment system, and penalized app developers for telling users about discounted offers.

That is wrong, and why we must pass the Open App Markets Act."
786,"Apple and Google are protecting Communist China by banning people from downloading apps opposed by Beijing that would allow activists to circumvent China’s strict censorship and internet firewall. 

Pass the Open App Markets Act."
787,Pass the Open App Markets Act to take power away from Apple and Google.
788,RT @The_IAP: BREAKING: Google-funded @TechFreedom is circulating a letter to Members of the Senate Judiciary Committee opposing the biparti…
789,RT @joellthayer: The #CyberSecurity play is truly a desperate &amp; last-ditch effort from #BigTech to kill the Open App Markets Act. If @Apple…
790,"RT @appfairness: ""So, from our families to yours, it's time to protect growing tech companies and stay honest with our consumers here in TN…"
791,Nearly 90 percent of developers believe there should be legislation like my Open App Markets Act that would ban anti-competitive behavior from app giants like Apple and Google in the app marketplace. https://t.co/Xghs1lkokP
792,"RT @BreitbartNews: .@MarshaBlackburn says her call for a special counsel investigation into Hunter, James, and the rest of the Biden family…"
793,"Putin and Xi are meeting at the Beijing Olympics over “shared security concerns.”

This axis of evil is growing because of Joe Biden’s misplaced priorities."
794,It's the height of hypocrisy and utterly disrespectful of Joe Biden to fire the brave men and women who have put their lives on the line to serve our country  — all because they chose not to receive the COVID vaccine.
795,Chuck Schumer couldn't organize a two-car funeral. https://t.co/I22NOoRRUR
796,RT @MNPDNashville: Today the MNPD remembers Madison Precinct Officer Eric Mumaw who died on duty 5 years ago today while trying to save a d…
797,Great to see Mayor @JsphGBtlr and so many wonderful friends in Carroll County last week. https://t.co/CcETf1hw0x
798,"Twitter was peaceful for just a few hours… 
https://t.co/SLR2JT8Swe"
799,"Joe Biden is seriously considering giving Russia access to key NATO bases.

Joe Biden is threatening our national security."
800,"RT @SenateGOP: Biden has failed to secure our southern border. 
 
2 million illegal border crossings in 2021. 
 
That’s a record high. 
 
A…"
801,"This National Girls and Women in Sports Day, let’s remember that women should not be forced to compete against males, and it’s outrageous that our athletes are being told to ‘keep their mouth shut’ when raising the concern. 

@ctlnmcfall 
https://t.co/quYFBqW1eA"
802,Middle Tennessee: please stay vigilant and listen to your local weather officials as we see the potential for flooding and freezing rain. https://t.co/ks2BjuMw1u
803,"If @Presssec wants more censorship and less misinformation, they should start with @WhiteHouse @JoeBiden."
804,Apple is lobbying against legislation that will crackdown on Communist China. It’s time for leaders like Tim Cook to take a stand and put principle over money. https://t.co/VaNOYoEnrs
805,"RT @FoxNews: Team USA athlete says she was told to keep her 'mouth shut' about competing against trans athlete

https://t.co/sPFMFXymKJ"
806,Joe Biden did not just fail at withdrawing from Afghanistan— he did not have a plan and lied to the American people about it. https://t.co/vkmlGRxJLw
807,"RT @IWF: JOIN US: Tomorrow at 8:55am EST for a press call on National Women &amp; Girls in Sports Day with @carrielukas, @J_Braceras, @SenMikeL…"
808,"The radical, left-wing ‘Squad’ spent over $325K on private security last year.

Remember, it’s not defund the police, it’s only defund your police forces."
809,"RT @FoxNews: Chinese human rights activists back bill to crack down on Big Tech, China app market control

https://t.co/llrYqRIsaK"
810,"Hunter and the rest of Biden Inc. have earned themselves a thorough, and independent investigation. https://t.co/Ug1WkzNFtj"
811,RT @FoxNews: Sen. Blackburn calls out Biden admin's 'unbelievable' stance on crime: 'Trying to rewrite history' https://t.co/Nrlvm8tAWm
812,"I urge all Senators to join me and @SenTomCotton in boycotting the Chinese Communist Olympics in protest of their crimes against humanity. 

Who will join us in standing up to the Chinese Communist Party?"
813,Praying for @SenatorLujan’s swift and complete recovery. https://t.co/VPSYV5Vf7r
814,"The U.S. debt has reached over $30,000,000,000,000 for the first time in American history and under President Biden."
815,"The International Olympic Committee used to stand up for human rights, but today they decline to take a stand on the genocide in China. 

Why? https://t.co/VoVlzrkAZs"
816,https://t.co/gGrJfUwtn9
817,"Not only has FCC nominee Gigi Sohn threatened to use the federal government to silence conservative outlets, but she's failed to be upfront about her business dealings. 

Democrats are trying to push through a radical nominee who was dishonest about her conflicts of interest."
818,Joe Biden is playing into Putin’s hands.
819,Do we need any further proof of the lack of respect and ethics by the Biden administration for institutions and the people? https://t.co/opOW0qvXfn
820,"Biden had an opportunity to stand up to Vladimir Putin. Instead, he backed down."
821,It is time to appoint a special counsel to fully investigate Hunter Biden and Biden Inc. https://t.co/U0ccmYOGk1
822,Dr. Fauci has been busy playing a world-class game of CYA instead of helping the U.S. uncover the true origins of COVID-19. https://t.co/rzu0W8gqti
823,The immigration system in our country is broken because of left-wing policies that allow illegal immigrants to break our nation’s laws. https://t.co/bSifH5y9WX
824,".@JoeBiden, it’s not hard to figure out why illegal immigrants are entering the U.S. 

If you listened to Border Patrol, you would know it’s your open border policies and promises of amnesty. https://t.co/HQmgS6UQOJ"
825,"2 million illegal immigrants crossed the southern border in 2021. 

Where in the world is border czar Kamala Harris?"
826,RT @dagenmcdowell: I’m hosting the 5PM show on @FoxBusiness all week. Today SuperLady @karol talks about free speech and @joerogan. Along w…
827,Biden is using your tax dollars to shuttle illegal immigrants into your neighborhoods.
828,Joe Biden is directly responsible for the crisis we are seeing at the southern border.
829,RT @FoxNews: Sen. Marsha Blackburn: Our duty is to make sure we have constitutionalists that go to the Supreme Court https://t.co/LI3KjVMoDj
830,Praying for the safety of our Team USA athletes in Beijing.
831,"Last week, five Syrian men were arrested by Border Patrol after they crossed illegally into the U.S. 

It’s time to secure our southern border and finish the wall."
832,Our Border Patrol agents are overrun and overwhelmed by the unprecedented number of immigrants entering illegally. They need support and resources.
833,"Since Obama’s unconstitutional DACA took effect, U.S. Border Patrol has apprehended nearly 6 million illegal immigrants from 165 countries — not including the ‘got-aways.’"
834,Biden’s Supreme Court nominee needs to be an experienced constitutionalist who will uphold the rule of law. https://t.co/I1lfmLEVmv
835,Let’s not forget who started mass illegal immigration into the U.S. President Obama’s DACA program was unconstitutional and an abuse of executive authority.
836,2021 was described as not only the worst border crisis but the worst twelve months for any president when it came to border security.
837,"Illegal immigrants are committing acts of violence against our first responders because Biden has done nothing to secure the border.  

Pray for Cpl. Charles Galloway’s family and his fellow officers. https://t.co/KuLIBeHJiQ"
838,"Border Patrol agents are on the front lines every day dealing with the consequences of Biden’s mistakes. Border Patrol agents are rightfully standing up, and this administration wants to silence them and protect Biden. https://t.co/Gk7gVUs3Of"
839,App Store giants like Apple &amp; Google are forcing startups to give them 30 percent of their profits. The Open App Markets Act would protect companies from Silicon Valley giants taking advantage of them. https://t.co/2CF8OltirG
840,"“Whatever you do, work heartily, as for the Lord and not for men, knowing that from the Lord you will receive the inheritance as your reward. You are serving the Lord Christ.” — Colossians 3:23-24"
841,Joe Biden has not just ignored the border crisis; he has enabled it.
842,"In 2021, the Biden administration allowed more than 600,000 illegal immigrants to get across the border without detainment — and those are just the ones that CBP saw on their monitors."
843,"RT @GordonGChang: #China is legitimizing mass murder and barbarism. We can defend civilization—yes, that is what’s at stake—by, among other…"
844,Arrest warrants from illegal immigrants should be an immediate ticket out of the country.
845,"TSA allowing illegal immigrants to use arrest warrants as ID is a serious threat to our national security — and it defeats the very purpose of arrest warrants.  

This week, my colleagues and I sent a letter to Secretary Mayorkas demanding prompt answers. https://t.co/QvLRIgU46S"
846,"Last December’s illegal border crossings were higher than December totals from 2020, 2019, and 2018 combined. https://t.co/us8aq9RT98"
847,"Our southern border is being overrun by illegal immigrants.

Your tax dollars are paying for it.

This is Joe Biden’s America. https://t.co/yJxYdJmCMY"
848,"RT @SenateCommerce: On #DataPrivacyDay, @SenatorWicker, @MarshaBlackburn, @cathymcmorris, &amp; @RepGusBilirakis are joining together once agai…"
849,"If you’re tired of seeing Joe Biden treat illegal immigrants better than American citizens, follow me, and join us in the fight to stop Biden and the left from radically transforming our country."
850,"Putin was watching and taking notes when Biden proved his incompetence with his failed withdrawal from Afghanistan. 

Now, Biden has allowed Putin into the driver’s seat as he attempts to bring back the Soviet Union. https://t.co/S1CnQGrYVN"
851,"RT @GLFOP: Nothing we do, do we do alone. While the #ThinBlueLine may bend, the more than 800,000 men and women of law enforcement won't le…"
852,Men still can’t get pregnant. https://t.co/PjZjPvl6d6
853,Your data belongs to you. We must no longer allow Big Tech to get away with profiting off sensitive information from millions of Americans. #DataPrivacyDay
854,"Joined @TennesseeCattle for their annual meeting. Our state’s farmers and ranchers work so diligently to provide for our families and contribute to the economy. 

In Washington, I’m fighting to ensure they have the resources they need to be successful. https://t.co/fWinIUFnP9"
855,"Great morning in La Vergne at @AjaxTurner. 

As one of Tennessee’s leading beverage wholesalers, they are seeing the impact of inflation and shortages firsthand. We must stop the reckless spending in Washington and get people back to work. https://t.co/oIaGGPpf8C"
856,RT @TennesseeCattle: Thanks to @MarshaBlackburn and @DesJarlaisTN04 for speaking on their work in DC for Tennessee’s farmers and ranchers.…
857,Fauci and his top minions started covering up the truth about COVID-19 before the pandemic even began in the U.S.
858,Washington Democrats want to pack the court and silence Americans. https://t.co/2gJ7m5K4O5
859,Joe and Hunter Biden profited off of shady business deals with the Chinese Communist Party while Americans were put out of work from Biden’s mandates.
860,Deport illegals.
861,"RT @appfairness: 🚨NEWS🚨 Today, 20 #tech industry CEOs wrote a letter to Senate Judiciary Chair @SenatorDurbin and Ranking Member Sen. @Chuc…"
862,Those who were fired due to Joe Biden’s illegal vaccine mandate should be offered their jobs back and receive back pay courtesy of the federal government.
863,Productive community meeting at Hargett Materials in Milan. I was glad to provide an update to them and Gibson County officials on the economic development in West Tennessee. https://t.co/wJezRAJlWJ
864,Wonderful to meet with local Lake County officials in Tiptonville to discuss their expansion and development. Projects like @SinovaGlobal’s $150 million investment will be a significant economic boost for the region. https://t.co/jfAMo2Kxq7
865,"I spoke with local leaders &amp; @fema about the devastation in parts of Weakley, Obion, Gibson, Henry, &amp; Henderson counties from recent storms. As they rebuild, we stand ready to provide resources.
Tennesseans in need of assistance can visit @T_E_M_A for resource center locations. https://t.co/0Bw17l7ErP"
866,Met with @HendersonCoTN Mayor Eddie Bray to commend him for his work throughout the pandemic and recent storms. https://t.co/E13eRRdm9D
867,"Always great to connect with community leaders in @dyercountytn. Tennesseans are fed up with Biden’s socialist agenda — they want to see less spending, low taxes, and more food on the grocery store shelves. https://t.co/dfRwRdAv5f"
868,Biden is abusing FEMA funds to put illegal immigrants in your backyard.
869,More and more Democrats are being connected to Russian oligarchs and the CCP. Who else have they partnered with to make millions? https://t.co/O2dh5LJPCw
870,"On International Holocaust Remembrance Day, we are reminded of the brutal persecution &amp; murder of more than 11 million innocent people, including 6 million Jews. 

Every day, we must commit to fighting antisemitism wherever present &amp; continue to protect &amp; defend our ally, Israel."
871,"❌ Allowing illegals with arrest warrants to board planes
❌ Funding travel for illegals in the U.S.

The Biden administration’s strategy for the border crisis makes zero sense."
